loan_amnt,term,int_rate,installment,annual_inc,loan_status
9000.0, 36 months,16.99,320.83,35000.0,Fully Paid
1000.0, 36 months,14.65,34.5,21000.0,Fully Paid
18000.0, 60 months,15.8,435.82,85000.0,Fully Paid
6200.0, 60 months,13.61,143.02,26000.0,Charged Off
6400.0, 36 months,10.99,209.5,71000.0,Fully Paid
2600.0, 36 months,16.99,92.69,50000.0,Fully Paid
7000.0, 36 months,8.39,220.62,43000.0,Fully Paid
8500.0, 36 months,11.67,280.99,37500.0,Fully Paid
12525.0, 60 months,19.47,328.16,48000.0,Charged Off
2400.0, 36 months,13.33,81.25,14800.0,Fully Paid
15000.0, 36 months,11.44,494.22,60000.0,Fully Paid
25000.0, 36 months,11.67,826.43,90000.0,Fully Paid
12000.0, 36 months,10.99,392.81,71000.0,Fully Paid
35000.0, 60 months,18.25,893.54,95000.0,Fully Paid
30000.0, 36 months,12.59,1004.91,140000.0,Charged Off
4000.0, 36 months,14.99,138.65,18000.0,Fully Paid
6000.0, 36 months,14.22,205.71,36250.0,Fully Paid
12000.0, 36 months,12.99,404.27,40000.0,Fully Paid
25200.0, 60 months,20.49,674.54,60000.0,Fully Paid
10000.0, 60 months,15.31,239.53,48000.0,Fully Paid
12600.0, 36 months,10.65,410.43,74000.0,Fully Paid
15000.0, 36 months,16.32,529.73,528000.0,Fully Paid
15000.0, 36 months,8.18,471.3,85000.0,Charged Off
9000.0, 36 months,13.65,306.08,108000.0,Fully Paid
21600.0, 36 months,8.9,685.87,138000.0,Fully Paid
12000.0, 36 months,8.9,381.04,96369.0,Fully Paid
12000.0, 60 months,15.61,289.34,145000.0,Charged Off
35000.0, 36 months,7.26,1084.87,140000.0,Fully Paid
24000.0, 36 months,7.62,747.88,150000.0,Fully Paid
20000.0, 60 months,25.8,596.45,57000.0,Charged Off
35000.0, 36 months,10.99,1145.69,98000.0,Fully Paid
18000.0, 60 months,15.27,430.78,55000.0,Fully Paid
6000.0, 36 months,10.49,194.99,69220.0,Fully Paid
20000.0, 60 months,10.16,426.52,225480.0,Fully Paid
11700.0, 60 months,19.24,305.06,28000.0,Charged Off
5275.0, 36 months,11.14,173.05,60000.0,Fully Paid
5000.0, 36 months,7.9,156.46,66000.0,Charged Off
20000.0, 60 months,23.99,575.25,60000.0,Charged Off
6075.0, 36 months,18.49,221.13,21000.0,Charged Off
7750.0, 36 months,12.35,258.71,75000.0,Fully Paid
9000.0, 36 months,9.67,289.02,35000.0,Fully Paid
5000.0, 36 months,9.62,160.45,43000.0,Fully Paid
13750.0, 36 months,12.29,458.61,110000.0,Charged Off
11000.0, 36 months,9.17,350.67,45000.0,Fully Paid
25000.0, 60 months,17.57,629.01,78000.0,Fully Paid
2000.0, 36 months,17.86,72.17,116000.0,Fully Paid
20950.0, 60 months,21.97,578.26,42000.0,Charged Off
5000.0, 36 months,9.17,159.4,44460.0,Fully Paid
10000.0, 36 months,11.53,329.91,121000.0,Fully Paid
13000.0, 36 months,10.36,421.68,37000.0,Fully Paid
18400.0, 60 months,16.55,452.85,40000.0,Fully Paid
4575.0, 36 months,16.55,162.09,66000.0,Charged Off
8000.0, 36 months,11.99,265.68,27000.0,Fully Paid
12000.0, 60 months,16.99,298.17,30000.0,Charged Off
21000.0, 60 months,13.98,488.42,175000.0,Fully Paid
21250.0, 36 months,12.12,707.03,57000.0,Fully Paid
5500.0, 36 months,10.99,180.05,48880.0,Fully Paid
2600.0, 36 months,18.92,95.21,65000.0,Fully Paid
3600.0, 36 months,12.69,120.77,31817.0,Fully Paid
7000.0, 36 months,12.61,234.55,35000.0,Fully Paid
6000.0, 36 months,10.16,194.06,80000.0,Fully Paid
14000.0, 36 months,7.89,438.0,80000.0,Fully Paid
10000.0, 36 months,6.97,308.64,45900.0,Fully Paid
22400.0, 60 months,24.08,645.45,70000.0,Fully Paid
24000.0, 60 months,18.25,612.72,126500.0,Fully Paid
12000.0, 60 months,13.33,275.07,75000.0,Fully Paid
20700.0, 36 months,15.61,723.78,64000.0,Fully Paid
1000.0, 36 months,12.69,33.55,48000.0,Fully Paid
10000.0, 36 months,17.57,359.38,68000.0,Charged Off
6000.0, 36 months,13.65,204.05,36000.0,Fully Paid
11000.0, 36 months,13.33,372.39,28000.0,Fully Paid
4000.0, 36 months,12.49,133.8,44500.0,Charged Off
12000.0, 36 months,8.38,378.15,80000.0,Fully Paid
14000.0, 36 months,7.12,433.05,80000.0,Fully Paid
20000.0, 36 months,7.9,625.81,48000.0,Fully Paid
4800.0, 36 months,19.97,178.32,35000.0,Charged Off
5000.0, 36 months,6.99,154.37,41000.0,Fully Paid
10500.0, 36 months,13.16,354.59,55008.0,Fully Paid
15000.0, 36 months,11.99,498.15,80000.0,Fully Paid
5100.0, 36 months,10.75,166.37,60000.0,Fully Paid
3000.0, 36 months,13.11,101.25,51000.0,Fully Paid
18000.0, 36 months,6.89,554.89,75000.0,Fully Paid
12000.0, 36 months,9.38,383.73,90000.0,Fully Paid
7000.0, 36 months,9.99,225.84,30000.0,Fully Paid
25000.0, 60 months,7.89,505.6,152000.0,Fully Paid
12000.0, 36 months,9.71,385.58,64000.0,Fully Paid
24950.0, 60 months,15.41,598.95,80500.0,Charged Off
10000.0, 36 months,11.55,330.0,64000.0,Charged Off
10000.0, 36 months,8.9,317.54,84000.0,Fully Paid
15000.0, 60 months,19.19,390.68,52000.0,Fully Paid
25000.0, 36 months,8.19,785.61,340000.0,Fully Paid
12000.0, 36 months,15.8,420.71,70000.0,Fully Paid
16000.0, 36 months,13.33,541.65,53000.0,Charged Off
10000.0, 36 months,15.88,350.98,72000.0,Fully Paid
8000.0, 36 months,14.46,275.22,26649.8,Fully Paid
25000.0, 36 months,13.33,846.33,95000.0,Fully Paid
20000.0, 60 months,14.33,468.8,70000.0,Fully Paid
24000.0, 60 months,15.8,581.09,74000.0,Fully Paid
15000.0, 36 months,15.22,521.6,49000.0,Fully Paid
10000.0, 60 months,14.83,237.01,50000.0,Fully Paid
10500.0, 36 months,13.67,357.19,25000.0,Fully Paid
1000.0, 36 months,13.66,34.02,30000.0,Fully Paid
35000.0, 36 months,16.29,1235.52,800000.0,Fully Paid
15975.0, 36 months,16.99,569.48,85000.0,Fully Paid
32400.0, 60 months,26.77,984.9,160000.0,Charged Off
20000.0, 60 months,21.49,546.6,55000.0,Fully Paid
10000.0, 36 months,11.14,328.06,75000.0,Fully Paid
8000.0, 36 months,14.65,275.96,112000.0,Fully Paid
6400.0, 36 months,8.49,202.01,62758.0,Fully Paid
10000.0, 36 months,17.1,357.03,59000.0,Charged Off
15825.0, 36 months,11.14,519.15,60000.0,Fully Paid
30000.0, 36 months,7.49,933.05,180000.0,Fully Paid
8000.0, 36 months,16.78,284.35,41000.0,Fully Paid
10800.0, 60 months,12.68,243.97,52000.0,Fully Paid
18450.0, 36 months,14.31,633.36,108000.0,Charged Off
18000.0, 60 months,16.59,443.39,46000.0,Fully Paid
12000.0, 36 months,11.99,398.52,130000.0,Fully Paid
20000.0, 60 months,20.3,533.23,100000.0,Fully Paid
20000.0, 60 months,17.57,503.21,73000.0,Fully Paid
20000.0, 36 months,8.39,630.34,140000.0,Fully Paid
5000.0, 36 months,7.26,154.99,85000.0,Fully Paid
14000.0, 36 months,7.89,438.0,55000.0,Fully Paid
8000.0, 36 months,8.39,252.14,45000.0,Fully Paid
13000.0, 36 months,14.33,446.4,50000.0,Fully Paid
6000.0, 36 months,14.99,207.97,35000.0,Charged Off
7000.0, 36 months,5.42,211.12,45000.0,Fully Paid
5000.0, 36 months,17.76,180.17,20268.0,Fully Paid
10000.0, 36 months,10.99,327.34,48000.0,Fully Paid
12650.0, 36 months,12.59,423.74,56000.0,Fully Paid
5000.0, 36 months,10.65,162.87,50000.0,Fully Paid
28000.0, 36 months,11.14,918.55,90000.0,Fully Paid
2175.0, 36 months,15.8,76.26,43000.0,Fully Paid
8325.0, 36 months,16.2,293.51,24000.0,Charged Off
6000.0, 36 months,12.39,200.41,67000.0,Fully Paid
7000.0, 36 months,10.16,226.4,86623.0,Fully Paid
5000.0, 36 months,11.44,164.74,60000.0,Fully Paid
35000.0, 60 months,20.2,931.19,100000.0,Fully Paid
4800.0, 36 months,15.28,167.06,14004.0,Fully Paid
12000.0, 36 months,7.9,375.49,45000.0,Fully Paid
4725.0, 36 months,13.11,159.46,23579.6,Fully Paid
7500.0, 36 months,12.29,250.15,24000.0,Fully Paid
16000.0, 36 months,9.99,516.2,120000.0,Fully Paid
6000.0, 36 months,11.99,199.26,60000.0,Fully Paid
16550.0, 36 months,10.16,535.27,110000.0,Fully Paid
14000.0, 36 months,6.24,427.44,78000.0,Fully Paid
23325.0, 36 months,15.61,815.56,65000.0,Charged Off
10500.0, 36 months,6.62,322.39,30000.0,Fully Paid
9000.0, 36 months,7.9,281.62,36000.0,Fully Paid
4200.0, 36 months,10.16,135.84,100000.0,Fully Paid
27300.0, 60 months,23.76,781.57,62000.0,Fully Paid
12500.0, 36 months,7.62,389.52,45000.0,Fully Paid
10250.0, 36 months,12.12,341.04,64677.86,Fully Paid
29000.0, 60 months,14.64,684.45,70000.0,Charged Off
24000.0, 36 months,7.89,750.86,80000.0,Fully Paid
14000.0, 36 months,8.18,439.88,115000.0,Fully Paid
8000.0, 36 months,13.18,270.25,80812.0,Fully Paid
8150.0, 36 months,15.61,284.97,35600.0,Fully Paid
9500.0, 36 months,13.67,323.17,45000.0,Fully Paid
30000.0, 36 months,13.98,1025.04,121000.0,Fully Paid
24500.0, 36 months,7.9,766.62,140000.0,Fully Paid
16000.0, 36 months,17.27,572.6,42000.0,Charged Off
6000.0, 36 months,13.65,204.05,72000.0,Charged Off
15000.0, 36 months,13.67,510.27,62000.0,Charged Off
7000.0, 36 months,6.99,216.11,57800.0,Fully Paid
14400.0, 60 months,13.18,328.98,50000.0,Charged Off
15000.0, 60 months,8.39,306.96,132000.0,Charged Off
4000.0, 36 months,14.49,137.67,45000.0,Fully Paid
9150.0, 36 months,7.62,285.13,40000.0,Fully Paid
14000.0, 36 months,7.26,433.95,93672.0,Fully Paid
24000.0, 60 months,12.29,537.4,65000.0,Charged Off
15000.0, 36 months,18.99,549.77,95000.0,Fully Paid
25000.0, 60 months,13.33,573.06,95000.0,Fully Paid
18200.0, 60 months,19.99,482.09,50000.0,Charged Off
21000.0, 60 months,21.48,573.81,150000.0,Charged Off
6000.0, 36 months,11.44,197.69,152000.0,Fully Paid
4250.0, 36 months,18.99,155.77,12780.0,Fully Paid
4200.0, 36 months,19.72,155.49,42000.0,Fully Paid
20000.0, 36 months,9.71,642.63,67000.0,Fully Paid
20000.0, 36 months,13.99,683.46,70000.0,Charged Off
8000.0, 36 months,10.75,260.97,105000.0,Fully Paid
21000.0, 60 months,14.49,493.99,73500.0,Charged Off
15000.0, 60 months,22.99,422.78,60000.0,Charged Off
6000.0, 36 months,5.42,180.96,32000.0,Fully Paid
17000.0, 36 months,8.9,539.81,175000.0,Fully Paid
19850.0, 36 months,15.61,694.06,50000.0,Fully Paid
2100.0, 36 months,14.47,72.26,15000.0,Fully Paid
6000.0, 36 months,12.69,201.27,50000.0,Charged Off
18550.0, 36 months,7.9,580.44,64000.0,Fully Paid
10000.0, 36 months,11.99,332.1,75000.0,Fully Paid
2500.0, 36 months,13.61,84.98,27000.0,Fully Paid
15000.0, 60 months,14.65,354.1,95000.0,Fully Paid
10000.0, 36 months,9.99,322.63,56000.0,Fully Paid
35000.0, 60 months,25.8,1043.78,160000.0,Fully Paid
24000.0, 60 months,16.59,591.19,100000.0,Fully Paid
25350.0, 60 months,21.18,688.38,80000.0,Fully Paid
17500.0, 60 months,13.23,400.25,42000.0,Charged Off
19500.0, 60 months,22.95,549.16,65000.0,Fully Paid
15850.0, 36 months,18.75,579.0,36000.0,Charged Off
10500.0, 36 months,15.8,368.12,36000.0,Fully Paid
5000.0, 36 months,17.57,179.69,20000.0,Charged Off
18000.0, 60 months,12.99,409.47,50000.0,Fully Paid
13200.0, 36 months,7.9,413.04,58500.0,Fully Paid
8000.0, 36 months,12.29,266.83,540000.0,Fully Paid
22000.0, 60 months,14.3,515.33,49000.0,Fully Paid
22900.0, 36 months,10.16,740.65,72000.0,Fully Paid
12000.0, 36 months,9.17,382.55,30000.0,Charged Off
8000.0, 36 months,18.25,290.23,65000.0,Fully Paid
6400.0, 36 months,16.29,225.93,106000.0,Fully Paid
24000.0, 36 months,7.9,750.97,102000.0,Fully Paid
28875.0, 36 months,12.99,972.78,82000.0,Fully Paid
16000.0, 36 months,11.99,531.36,95000.0,Fully Paid
13000.0, 36 months,7.62,405.1,53000.0,Fully Paid
16000.0, 36 months,18.25,580.45,75000.0,Fully Paid
7000.0, 36 months,16.99,249.54,34000.0,Fully Paid
7000.0, 36 months,12.99,235.83,37000.0,Fully Paid
25000.0, 36 months,14.48,860.29,89000.0,Charged Off
35000.0, 36 months,18.55,1275.02,110000.0,Charged Off
28000.0, 36 months,8.39,882.47,84000.0,Fully Paid
15000.0, 36 months,6.89,462.41,107500.0,Fully Paid
28000.0, 60 months,8.18,570.16,130000.0,Fully Paid
20000.0, 36 months,13.48,678.49,100000.0,Fully Paid
2400.0, 36 months,17.56,86.24,125000.0,Fully Paid
33000.0, 36 months,9.17,1052.01,95000.0,Fully Paid
9800.0, 36 months,8.9,311.19,67000.0,Fully Paid
6250.0, 36 months,13.67,212.61,41600.0,Fully Paid
4000.0, 36 months,9.75,128.6,57791.0,Fully Paid
35000.0, 60 months,13.99,814.21,118432.0,Fully Paid
25000.0, 36 months,9.75,803.75,66099.0,Fully Paid
3600.0, 36 months,14.3,123.57,24000.0,Fully Paid
35000.0, 60 months,22.15,969.65,200000.0,Fully Paid
6075.0, 36 months,16.78,215.93,54158.0,Charged Off
6000.0, 36 months,9.99,193.58,48000.0,Charged Off
15500.0, 36 months,9.25,494.71,75000.0,Charged Off
12000.0, 36 months,19.52,443.04,74000.0,Fully Paid
25725.0, 60 months,19.99,681.42,56000.0,Fully Paid
15000.0, 36 months,10.99,491.01,71000.0,Fully Paid
22000.0, 36 months,10.99,720.15,127000.0,Fully Paid
33950.0, 36 months,18.25,1231.64,74000.0,Fully Paid
9600.0, 36 months,13.68,326.62,47000.0,Fully Paid
10400.0, 36 months,10.99,340.44,48000.0,Fully Paid
6000.0, 36 months,11.86,198.89,36000.0,Fully Paid
25525.0, 60 months,27.99,794.59,63858.0,Charged Off
8000.0, 36 months,12.12,266.18,75000.0,Fully Paid
16000.0, 36 months,9.99,516.2,80000.0,Fully Paid
12800.0, 36 months,14.09,438.04,48500.0,Fully Paid
19225.0, 36 months,19.24,707.05,46000.0,Fully Paid
6500.0, 36 months,10.15,210.2,46000.0,Fully Paid
8000.0, 36 months,15.61,279.72,45500.0,Fully Paid
4950.0, 36 months,13.68,168.42,33744.0,Charged Off
12000.0, 36 months,5.79,363.93,140000.0,Fully Paid
28000.0, 60 months,19.52,734.38,117000.0,Fully Paid
8000.0, 36 months,6.89,246.62,125000.0,Fully Paid
3000.0, 36 months,18.25,108.84,30160.0,Fully Paid
18000.0, 60 months,19.52,472.1,50000.0,Fully Paid
20650.0, 36 months,11.48,680.76,70000.0,Charged Off
10000.0, 36 months,18.55,364.29,37000.0,Fully Paid
15000.0, 36 months,18.75,547.95,50000.0,Charged Off
4000.0, 36 months,14.33,137.36,34000.0,Fully Paid
13500.0, 36 months,7.9,422.42,134000.0,Fully Paid
12000.0, 36 months,13.35,406.36,56200.0,Fully Paid
23000.0, 36 months,12.99,774.86,74000.0,Fully Paid
35000.0, 36 months,12.99,1179.12,200000.0,Fully Paid
30000.0, 60 months,9.99,637.27,75000.0,Charged Off
12000.0, 36 months,6.62,368.45,46000.0,Fully Paid
9000.0, 36 months,13.05,303.47,73000.0,Fully Paid
7200.0, 60 months,22.95,202.77,50136.0,Charged Off
15000.0, 36 months,17.77,540.56,63000.0,Fully Paid
10000.0, 60 months,18.3,255.57,54500.0,Fully Paid
8000.0, 36 months,10.65,260.59,42816.0,Charged Off
28000.0, 36 months,11.14,918.55,135000.0,Fully Paid
10000.0, 36 months,12.99,336.9,45000.0,Fully Paid
12000.0, 60 months,14.65,283.28,60000.0,Fully Paid
12000.0, 36 months,9.17,382.55,50000.0,Charged Off
10000.0, 36 months,16.29,353.01,126000.0,Fully Paid
15000.0, 60 months,15.88,363.82,130000.0,Fully Paid
11200.0, 60 months,14.49,263.46,35000.0,Fully Paid
10000.0, 36 months,15.61,349.65,40720.0,Charged Off
20000.0, 36 months,17.56,718.65,45500.0,Charged Off
25000.0, 36 months,9.17,796.98,142000.0,Fully Paid
24000.0, 36 months,8.9,762.08,125000.0,Charged Off
28000.0, 60 months,13.11,638.67,87000.0,Charged Off
10000.0, 36 months,10.99,327.34,32000.0,Fully Paid
12600.0, 36 months,16.29,444.79,30000.0,Fully Paid
5000.0, 36 months,12.69,167.73,289000.0,Charged Off
26000.0, 36 months,7.9,813.55,90000.0,Fully Paid
10000.0, 36 months,14.16,342.56,40800.0,Fully Paid
35000.0, 60 months,17.57,880.61,230000.0,Fully Paid
9600.0, 36 months,15.88,336.94,48000.0,Fully Paid
18225.0, 36 months,17.76,656.69,140000.0,Fully Paid
5600.0, 36 months,10.75,182.68,120000.0,Fully Paid
10500.0, 36 months,10.16,339.6,30085.72,Fully Paid
12000.0, 36 months,12.29,400.24,44000.0,Charged Off
17050.0, 60 months,21.98,470.71,53864.0,Charged Off
12000.0, 36 months,14.3,411.89,85000.0,Fully Paid
10800.0, 36 months,8.9,342.94,137000.0,Fully Paid
7500.0, 36 months,8.18,235.65,162000.0,Fully Paid
4800.0, 36 months,11.59,80.9,85000.0,Fully Paid
11500.0, 36 months,13.53,390.43,74000.0,Fully Paid
10200.0, 60 months,24.99,299.33,100000.0,Fully Paid
28000.0, 36 months,11.99,929.87,110000.0,Charged Off
10000.0, 36 months,16.29,353.01,85446.0,Fully Paid
23000.0, 60 months,12.99,523.21,70000.0,Fully Paid
12000.0, 60 months,9.17,250.1,84000.0,Fully Paid
4000.0, 36 months,9.17,127.52,65000.0,Fully Paid
18000.0, 60 months,18.55,462.49,36000.0,Fully Paid
4350.0, 36 months,18.25,157.81,35000.0,Charged Off
20400.0, 36 months,14.3,700.2,52000.0,Fully Paid
28000.0, 60 months,15.41,672.16,114000.0,Fully Paid
10000.0, 36 months,9.76,321.55,100000.0,Charged Off
30300.0, 60 months,19.24,790.01,94000.0,Charged Off
10050.0, 36 months,19.05,368.65,30000.0,Fully Paid
6400.0, 36 months,12.12,212.94,92000.0,Fully Paid
8400.0, 36 months,17.1,299.91,61400.76,Charged Off
7000.0, 36 months,14.49,240.92,99600.0,Fully Paid
16325.0, 60 months,25.44,483.39,43000.0,Charged Off
8000.0, 36 months,10.99,261.88,45000.0,Fully Paid
20000.0, 36 months,9.17,637.58,169000.0,Fully Paid
8000.0, 36 months,15.61,279.72,70000.0,Fully Paid
10000.0, 36 months,16.29,353.01,47000.0,Charged Off
12675.0, 36 months,13.99,433.14,38000.0,Charged Off
10000.0, 36 months,13.35,338.63,80000.0,Fully Paid
7200.0, 36 months,19.24,264.8,105000.0,Fully Paid
10000.0, 60 months,18.55,256.94,40000.0,Fully Paid
24000.0, 36 months,12.12,798.52,69500.0,Fully Paid
8000.0, 36 months,19.2,294.06,50000.0,Fully Paid
14000.0, 36 months,10.99,458.28,60000.0,Fully Paid
14000.0, 36 months,13.11,472.46,120000.0,Fully Paid
22000.0, 60 months,18.55,565.26,60000.0,Fully Paid
8000.0, 36 months,11.14,262.45,35000.0,Fully Paid
12000.0, 36 months,7.89,375.43,60000.0,Fully Paid
4000.0, 36 months,14.33,137.36,13884.0,Fully Paid
20000.0, 36 months,9.17,637.58,136000.0,Charged Off
8000.0, 36 months,14.09,273.78,35000.0,Fully Paid
31000.0, 36 months,8.67,981.04,250000.0,Fully Paid
25000.0, 60 months,16.29,611.82,81000.0,Charged Off
13000.0, 60 months,12.99,295.73,80000.0,Fully Paid
24000.0, 36 months,14.3,823.77,89000.0,Fully Paid
12000.0, 36 months,13.68,408.27,56039.18,Fully Paid
24000.0, 60 months,14.99,570.84,70000.0,Fully Paid
6000.0, 36 months,15.31,208.91,48000.0,Fully Paid
5300.0, 36 months,8.99,168.52,56000.0,Fully Paid
5600.0, 36 months,11.99,185.98,60000.0,Charged Off
8000.0, 36 months,9.17,255.04,41000.0,Fully Paid
30000.0, 36 months,11.67,991.71,130000.0,Fully Paid
22400.0, 36 months,13.66,761.89,65000.0,Fully Paid
15600.0, 60 months,13.35,357.75,59000.0,Charged Off
16000.0, 60 months,25.89,478.01,60000.0,Fully Paid
18050.0, 36 months,13.65,613.85,93200.0,Fully Paid
30000.0, 60 months,20.3,799.84,82000.0,Fully Paid
5000.0, 36 months,9.71,160.66,75000.0,Fully Paid
20000.0, 36 months,9.17,637.58,80000.0,Fully Paid
8000.0, 36 months,18.75,292.24,30000.0,Fully Paid
12500.0, 36 months,8.9,396.92,53600.0,Fully Paid
12000.0, 36 months,7.9,375.49,92000.0,Fully Paid
5000.0, 36 months,12.99,168.45,105000.0,Fully Paid
8000.0, 36 months,11.99,265.68,130000.0,Fully Paid
35000.0, 60 months,12.69,790.82,350000.0,Fully Paid
7000.0, 60 months,13.98,162.81,30000.0,Fully Paid
5000.0, 36 months,16.29,176.51,40000.0,Fully Paid
12650.0, 36 months,7.62,394.2,80000.0,Charged Off
3000.0, 60 months,9.99,63.73,30000.0,Fully Paid
25000.0, 60 months,18.55,642.34,73000.0,Charged Off
24000.0, 36 months,7.69,748.65,106000.0,Fully Paid
11000.0, 36 months,10.99,360.08,63780.0,Fully Paid
24000.0, 60 months,20.99,649.15,75000.0,Fully Paid
10000.0, 36 months,15.31,348.18,114000.0,Charged Off
24450.0, 60 months,21.99,675.15,65000.0,Charged Off
10000.0, 36 months,8.18,314.2,100000.0,Fully Paid
15000.0, 36 months,10.49,487.47,87000.0,Fully Paid
5000.0, 36 months,7.9,156.46,42000.0,Fully Paid
8000.0, 36 months,7.62,249.3,60000.0,Charged Off
11650.0, 36 months,16.24,410.97,55000.0,Fully Paid
21000.0, 60 months,14.31,492.02,165000.0,Fully Paid
12400.0, 36 months,12.69,415.96,27000.0,Charged Off
23325.0, 60 months,23.7,666.96,52000.0,Charged Off
5000.0, 36 months,17.76,180.17,36000.0,Fully Paid
12600.0, 60 months,20.99,340.81,35000.0,Fully Paid
30000.0, 36 months,15.22,1043.2,200000.0,Charged Off
10000.0, 36 months,8.9,317.54,74000.0,Fully Paid
35000.0, 36 months,10.65,1140.07,156000.0,Fully Paid
9000.0, 36 months,14.09,308.0,35000.0,Fully Paid
11200.0, 60 months,11.99,249.09,33900.0,Fully Paid
6950.0, 36 months,12.12,231.24,32925.0,Charged Off
10000.0, 36 months,14.98,346.56,55000.0,Fully Paid
35000.0, 60 months,19.24,912.55,125000.0,Fully Paid
7300.0, 36 months,11.14,239.48,45000.0,Fully Paid
10000.0, 36 months,10.15,323.38,120000.0,Fully Paid
35000.0, 36 months,14.49,1204.57,103000.0,Fully Paid
8000.0, 36 months,15.88,280.79,36000.0,Charged Off
20950.0, 36 months,12.99,705.79,54000.0,Fully Paid
9000.0, 36 months,6.03,273.92,50000.0,Fully Paid
7200.0, 36 months,12.12,239.56,56000.0,Fully Paid
9525.0, 36 months,14.65,328.56,26500.0,Fully Paid
9000.0, 36 months,19.52,332.28,30000.0,Charged Off
6725.0, 36 months,12.99,226.56,20000.0,Fully Paid
17550.0, 60 months,22.15,486.21,40000.0,Charged Off
12000.0, 36 months,12.41,400.93,90000.0,Fully Paid
8000.0, 36 months,9.99,258.1,60000.0,Charged Off
9000.0, 60 months,15.8,217.91,60000.0,Fully Paid
15875.0, 36 months,13.99,542.5,32614.4,Charged Off
22000.0, 36 months,13.66,748.29,62000.0,Fully Paid
8000.0, 36 months,14.09,273.78,40185.6,Fully Paid
10000.0, 36 months,17.1,357.03,127000.0,Fully Paid
30000.0, 36 months,14.47,1032.2,98000.0,Fully Paid
9850.0, 36 months,15.59,344.31,27372.0,Fully Paid
3000.0, 36 months,13.67,102.06,33000.0,Fully Paid
17500.0, 36 months,10.99,572.85,40000.0,Fully Paid
15400.0, 36 months,6.99,475.44,85000.0,Fully Paid
2150.0, 36 months,7.9,67.28,119000.0,Fully Paid
24000.0, 36 months,15.61,839.16,70000.0,Charged Off
12000.0, 36 months,11.47,395.55,165000.0,Fully Paid
7000.0, 36 months,6.49,214.52,41658.0,Fully Paid
3300.0, 36 months,7.9,103.26,70000.0,Fully Paid
8700.0, 36 months,7.62,271.11,43000.0,Fully Paid
35000.0, 36 months,19.72,1295.74,140000.0,Fully Paid
2800.0, 36 months,16.49,99.12,58000.0,Fully Paid
28475.0, 36 months,13.49,966.17,438000.0,Fully Paid
24000.0, 60 months,13.66,554.22,160000.0,Charged Off
19300.0, 60 months,13.33,442.41,42000.0,Charged Off
33000.0, 36 months,14.65,1138.31,75000.0,Fully Paid
20000.0, 36 months,12.12,665.44,65000.0,Fully Paid
23000.0, 60 months,16.29,562.87,100000.0,Fully Paid
12500.0, 60 months,16.99,310.59,60000.0,Charged Off
20000.0, 60 months,17.56,503.1,56000.0,Charged Off
24000.0, 60 months,15.99,583.51,65000.0,Fully Paid
21000.0, 60 months,18.92,543.83,65000.0,Charged Off
7000.0, 36 months,10.74,228.32,65950.0,Charged Off
1500.0, 36 months,14.49,51.63,48601.0,Fully Paid
6000.0, 36 months,11.44,197.69,65000.0,Fully Paid
9025.0, 36 months,16.55,319.75,32600.0,Fully Paid
10675.0, 60 months,19.19,278.04,29720.0,Fully Paid
3500.0, 36 months,11.99,116.24,130000.0,Fully Paid
3000.0, 36 months,18.99,109.96,22000.0,Fully Paid
9000.0, 36 months,10.75,293.59,25000.0,Fully Paid
12000.0, 36 months,6.03,365.23,93400.0,Fully Paid
7750.0, 36 months,15.31,269.84,20000.0,Fully Paid
7200.0, 36 months,8.67,227.86,100000.0,Charged Off
17200.0, 60 months,19.24,448.46,41000.0,Fully Paid
24000.0, 36 months,7.89,750.86,75000.0,Fully Paid
7000.0, 36 months,12.99,235.83,67000.0,Fully Paid
25000.0, 60 months,18.92,647.42,125000.0,Fully Paid
31825.0, 60 months,22.47,887.5,70838.52,Charged Off
4575.0, 36 months,11.14,150.09,60000.0,Fully Paid
20000.0, 36 months,10.65,651.47,65000.0,Fully Paid
1200.0, 36 months,17.57,43.13,40000.0,Fully Paid
3975.0, 36 months,12.12,132.26,53000.0,Fully Paid
11500.0, 36 months,6.89,354.51,65000.0,Fully Paid
32000.0, 60 months,14.16,747.25,250000.0,Fully Paid
22950.0, 36 months,13.49,778.71,52000.0,Fully Paid
8000.0, 36 months,16.89,284.79,80000.0,Fully Paid
12950.0, 36 months,12.69,434.41,32580.0,Charged Off
3600.0, 36 months,17.57,129.38,35000.0,Charged Off
15000.0, 60 months,14.49,352.85,55000.0,Fully Paid
12000.0, 36 months,15.31,417.81,46000.0,Fully Paid
11550.0, 60 months,23.7,330.27,62000.0,Charged Off
12000.0, 60 months,13.66,277.11,50000.0,Fully Paid
4000.0, 36 months,11.14,131.23,45000.0,Fully Paid
4000.0, 36 months,15.27,139.2,27000.0,Fully Paid
21000.0, 36 months,6.62,644.78,110500.0,Fully Paid
6850.0, 36 months,17.57,246.17,86000.0,Fully Paid
8350.0, 36 months,24.08,327.95,28000.0,Charged Off
34475.0, 60 months,22.99,971.67,102318.0,Fully Paid
15000.0, 36 months,15.81,525.95,96000.0,Fully Paid
28000.0, 60 months,14.99,665.98,110000.0,Fully Paid
5000.0, 36 months,9.99,161.32,36000.0,Fully Paid
12000.0, 36 months,10.62,390.72,72000.0,Charged Off
8000.0, 36 months,12.99,269.52,37000.0,Fully Paid
5000.0, 36 months,6.89,154.14,74000.0,Fully Paid
